customer_id,recency,frequency,monetary
CS4504,2014-12-25,24,1766
CS4505,2014-07-16,11,739
CS4506,2015-03-10,21,1421
CS4507,2014-12-03,18,1218
CS4508,2014-12-20,17,1173
CS4509,2014-12-09,18,1198
CS4510,2014-11-21,26,1617
CS4511,2014-09-07,21,1535
CS4512,2015-02-11,23,1575
CS4513,2015-03-05,17,1308
CS4514,2015-03-07,17,1045
CS4515,2015-03-16,21,1548
CS4516,2015-03-07,23,1767
CS4517,2014-12-20,28,2000
CS4518,2015-02-02,17,1268
CS4519,2015-01-23,11,809
CS4520,2015-02-22,21,1412
CS4521,2014-12-10,22,1637
CS4522,2015-03-06,24,1699
CS4523,2014-08-06,15,893
CS4524,2015-03-11,23,1523
CS4525,2014-10-29,23,1575
CS4526,2014-11-27,22,1346
CS4527,2014-11-21,18,1329
CS4528,2015-02-09,14,1100
CS4529,2014-05-16,11,756
CS4530,2014-12-03,19,1477
CS4531,2015-03-12,22,1532
CS4532,2015-01-21,15,1209
CS4533,2015-03-05,25,1457
CS4534,2015-03-02,16,1063
CS4535,2015-01-04,16,1095
CS4536,2015-01-25,20,1365
CS4537,2014-12-27,17,1175
CS4538,2015-02-18,22,1591
CS4539,2014-12-25,19,1341
CS4540,2015-03-16,32,2361
CS4541,2015-02-20,25,1582
CS4542,2015-03-06,12,824
CS4543,2015-02-13,24,1583
CS4544,2015-02-22,16,1178
CS4545,2014-11-08,11,669
CS4546,2015-02-02,12,694
CS4547,2014-08-04,20,1308
CS4548,2015-03-04,15,995
CS4549,2015-01-16,18,1293
CS4550,2014-10-27,24,1832
CS4551,2015-03-01,14,1007
CS4552,2014-12-15,19,1376
CS4553,2015-03-10,28,2081
CS4554,2015-03-03,20,1312
CS4555,2015-03-02,33,2331
CS4556,2015-02-10,16,924
CS4557,2014-11-04,15,1071
CS4558,2015-01-23,25,1786
CS4559,2015-02-26,13,777
CS4560,2015-01-13,28,1972
CS4561,2015-01-29,27,1892
CS4562,2015-01-08,14,965
CS4563,2015-01-22,25,1674
CS4564,2014-05-13,22,1466
CS4565,2015-01-10,23,1608
CS4566,2014-10-25,15,1020
CS4567,2014-12-13,9,574
CS4568,2015-01-25,18,1138
CS4569,2014-12-12,19,1205
CS4570,2014-11-24,25,1736
CS4571,2015-01-08,21,1416
CS4572,2014-12-13,26,1567
CS4573,2014-11-29,19,1367
CS4574,2014-03-09,14,1053
CS4575,2015-01-11,22,1451
CS4576,2015-02-24,15,1085
CS4577,2015-02-02,16,1335
CS4578,2015-01-16,18,1191
CS4579,2015-01-13,23,1744
CS4580,2014-07-27,16,1251
CS4581,2015-01-18,14,1153
CS4582,2015-03-05,21,1516
CS4583,2014-12-20,28,1988
CS4584,2014-10-30,18,1151
CS4585,2015-03-16,15,1115
CS4586,2015-03-16,20,1505
CS4587,2014-12-29,22,1657
CS4588,2015-01-01,22,1508
CS4589,2015-02-28,18,1146
CS4590,2015-01-31,24,1625
CS4591,2015-03-16,15,1084
CS4592,2014-11-26,17,1157
CS4593,2015-02-17,24,1760
CS4594,2014-12-14,23,1685
CS4595,2014-11-30,19,1376
CS4596,2015-02-14,19,1383
CS4597,2015-03-14,24,1520
CS4598,2014-12-05,20,1118
CS4599,2015-02-10,24,1638
CS4600,2014-12-03,19,1181
CS4601,2015-03-14,13,919
CS4602,2015-02-19,24,1728
CS4603,2015-01-11,30,2111
CS4604,2015-03-07,29,2008
CS4605,2015-01-13,17,1176
CS4606,2014-08-22,20,1463
CS4607,2015-03-02,18,1186
CS4608,2015-03-16,32,2449
CS4609,2015-01-11,28,2043
CS4610,2014-10-23,20,1333
CS4611,2014-12-25,23,1558
CS4612,2014-11-14,18,1302
CS4613,2015-02-20,21,1629
CS4614,2015-03-12,17,1309
CS4615,2014-11-07,24,1597
CS4616,2015-02-23,19,1306
CS4617,2015-02-28,28,1956
CS4618,2015-02-15,20,1315
CS4619,2015-02-19,15,1047
CS4620,2014-06-28,15,1135
CS4621,2015-02-22,17,1251
CS4622,2014-11-20,19,1315
CS4623,2015-02-12,23,1717
CS4624,2014-07-18,24,1737
CS4625,2014-10-04,28,1925
CS4626,2014-08-28,20,1383
CS4627,2015-02-10,23,1560
CS4628,2015-03-13,18,1238
CS4629,2014-12-26,19,1225
CS4630,2014-07-26,10,704
CS4631,2015-02-27,30,2157
CS4632,2015-02-03,17,1315
CS4633,2015-02-10,21,1457
CS4634,2015-01-07,11,693
CS4635,2015-03-15,20,1449
CS4636,2014-12-13,16,1101
CS4637,2015-03-12,19,1467
CS4638,2015-02-13,24,1609
CS4639,2015-01-19,25,1495
CS4640,2015-02-26,29,2138
CS4641,2014-05-19,19,1263
CS4642,2015-03-04,22,1546
CS4643,2015-01-23,19,1377
CS4644,2014-11-10,14,942
CS4645,2014-12-14,19,1293
CS4646,2014-11-09,26,1772
CS4647,2015-02-08,27,1955
CS4648,2015-02-04,16,1157
CS4649,2015-03-09,19,1286
CS4650,2015-01-04,22,1599
CS4651,2015-01-29,18,1258
CS4652,2014-12-08,22,1561
CS4653,2015-01-05,17,1103
CS4654,2014-09-26,27,1832
CS4655,2014-09-24,17,1245
CS4656,2015-02-13,18,1285
CS4657,2015-03-16,17,1257
CS4658,2015-03-09,23,1626
CS4659,2015-01-30,21,1422
CS4660,2015-03-06,33,2527
CS4661,2015-03-16,26,1769
CS4662,2014-12-19,24,1788
CS4663,2014-10-22,14,939
CS4664,2015-02-07,17,1268
CS4665,2014-11-19,18,1335
CS4666,2014-10-05,22,1375
CS4667,2015-02-25,13,894
CS4668,2014-12-26,23,1698
CS4669,2014-12-04,21,1432
CS4670,2015-01-25,30,2214
CS4671,2015-01-24,21,1368
CS4672,2015-01-20,16,1153
CS4673,2015-02-13,20,1393
CS4674,2014-12-19,18,1468
CS4675,2014-03-26,21,1521
CS4676,2015-03-04,21,1526
CS4677,2015-02-02,19,1276
CS4678,2014-10-18,24,1581
CS4679,2015-02-28,21,1607
CS4680,2014-12-13,12,740
CS4681,2015-03-07,22,1532
CS4682,2015-03-04,21,1329
CS4683,2014-11-03,15,1085
CS4684,2014-11-06,17,1073
CS4685,2014-08-03,24,1686
CS4686,2015-01-12,23,1740
CS4687,2014-12-27,24,1724
CS4688,2014-12-15,20,1417
CS4689,2014-10-11,13,852
CS4690,2014-11-27,15,905
CS4691,2015-03-12,22,1526
CS4692,2015-03-04,18,1228
CS4693,2015-02-15,17,1139
CS4694,2014-11-24,13,953
CS4695,2014-10-01,17,1237
CS4696,2015-02-24,15,908
CS4697,2015-02-21,25,1648
CS4698,2014-09-30,17,1124
CS4699,2015-02-17,19,1306
CS4700,2015-03-14,18,1175
CS4701,2015-01-30,23,1632
CS4702,2014-12-17,25,1715
CS4703,2014-05-24,20,1385
CS4704,2015-02-22,20,1380
CS4705,2014-12-13,13,985
CS4706,2014-09-28,10,827
CS4707,2014-11-23,22,1542
CS4708,2015-02-28,21,1427
CS4709,2014-10-29,17,1172
CS4710,2014-12-14,21,1502
CS4711,2015-03-09,23,1538
CS4712,2015-01-20,14,1043
CS4713,2015-02-16,24,1762
CS4714,2014-09-28,16,1077
CS4715,2015-02-23,19,1296
CS4716,2015-01-30,13,970
CS4717,2015-01-23,22,1613
CS4718,2014-11-01,19,1354
CS4719,2014-09-17,16,1273
CS4720,2014-07-31,20,1187
CS4721,2015-03-01,24,1606
CS4722,2015-02-23,18,1250
CS4723,2015-03-11,24,1707
CS4724,2014-12-16,17,1044
CS4725,2014-12-30,20,1348
CS4726,2015-01-26,14,932
CS4727,2015-03-05,22,1500
CS4728,2014-12-12,14,1092
CS4729,2015-03-03,16,1077
CS4730,2015-02-13,21,1628
CS4731,2015-03-11,17,1067
CS4732,2014-06-11,16,1197
CS4733,2014-10-23,23,1682
CS4734,2015-03-06,19,1223
CS4735,2015-02-16,18,1311
CS4736,2015-02-27,14,986
CS4737,2015-03-10,24,1668
CS4738,2015-01-11,18,1258
CS4739,2015-01-13,25,1818
CS4740,2015-01-28,18,1141
CS4741,2015-02-27,22,1629
CS4742,2014-10-18,15,975
CS4743,2015-02-24,16,1099
CS4744,2014-12-15,19,1349
CS4745,2015-02-09,22,1380
CS4746,2015-03-12,31,2337
CS4747,2015-03-08,11,718
CS4748,2015-01-12,20,1525
CS4749,2015-02-22,27,1959
CS4750,2014-08-30,18,1266
CS4751,2015-03-13,15,1232
CS4752,2015-03-03,19,1162
CS4753,2014-11-09,19,1209
CS4754,2014-09-27,20,1423
CS4755,2015-03-04,20,1598
CS4756,2015-02-27,17,1196
CS4757,2015-03-08,17,1188
CS4758,2015-01-28,22,1388
CS4759,2015-01-17,16,1138
CS4760,2015-01-31,22,1707
CS4761,2014-11-19,20,1365
CS4762,2015-01-09,20,1313
CS4763,2015-02-26,21,1382
CS4764,2015-03-15,18,1396
CS4765,2014-11-09,20,1299
CS4766,2015-03-15,22,1605
CS4767,2014-09-25,14,1046
CS4768,2015-03-15,26,1721
CS4769,2014-12-11,19,1271
CS4770,2014-10-18,18,1134
CS4771,2015-03-04,14,874
CS4772,2015-02-22,19,1146
CS4773,2014-09-22,27,2074
CS4774,2014-07-26,18,1208
CS4775,2015-02-15,20,1294
CS4776,2015-03-09,22,1613
CS4777,2015-01-20,25,1767
CS4778,2014-11-28,18,1269
CS4779,2015-03-08,23,1595
CS4780,2015-01-01,17,1107
CS4781,2015-02-27,15,1046
CS4782,2015-03-14,17,1276
CS4783,2015-03-14,19,1308
CS4784,2014-09-19,23,1578
CS4785,2015-02-19,16,1219
CS4786,2014-11-01,17,1248
CS4787,2015-02-19,20,1351
CS4788,2015-01-21,19,1470
CS4789,2014-12-27,22,1551
CS4790,2015-01-21,19,1453
CS4791,2015-02-12,16,1177
CS4792,2015-02-19,20,1368
CS4793,2015-02-08,27,1862
CS4794,2015-02-15,23,1685
CS4795,2015-02-24,25,1831
CS4796,2014-10-14,18,1347
CS4797,2015-02-19,21,1577
CS4798,2015-02-21,27,2151
CS4799,2014-08-31,18,1240
CS4800,2015-01-07,23,1520
CS4801,2015-01-26,18,1254
CS4802,2015-03-09,20,1451
CS4803,2015-01-25,18,1305
CS4804,2015-02-02,25,1643
CS4805,2014-11-15,17,1354
CS4806,2014-12-13,18,1108
CS4807,2015-01-22,20,1249
CS4808,2015-01-09,24,1570
CS4809,2014-06-29,19,1294
CS4810,2015-01-07,21,1448
CS4811,2014-07-27,20,1399
CS4812,2015-02-08,15,1063
CS4813,2015-01-03,20,1437
CS4814,2014-09-28,19,1435
CS4815,2015-02-15,25,1804
CS4816,2015-01-03,18,1311
CS4817,2015-03-06,21,1389
CS4818,2015-03-06,13,942
CS4819,2014-11-29,20,1457
CS4820,2015-03-10,20,1408
CS4821,2015-02-28,16,1161
CS4822,2015-02-08,17,1118
CS4823,2014-08-02,22,1555
CS4824,2014-10-14,19,1353
CS4825,2015-02-28,19,1407
CS4826,2014-12-21,21,1497
CS4827,2015-02-23,19,1242
CS4828,2014-07-31,18,1339
CS4829,2015-01-11,27,1870
CS4830,2015-02-26,18,1253
CS4831,2015-02-24,15,1010
CS4832,2014-12-30,23,1482
CS4833,2014-09-21,19,1262
CS4834,2014-03-05,14,1091
CS4835,2015-02-12,15,955
CS4836,2015-01-20,23,1761
CS4837,2015-03-02,20,1437
CS4838,2015-03-08,17,1143
CS4839,2015-02-04,24,1775
CS4840,2015-02-27,14,999
CS4841,2015-03-15,26,1960
CS4842,2015-01-28,20,1319
CS4843,2014-11-28,15,896
CS4844,2014-10-18,26,1669
CS4845,2015-03-14,23,1532
CS4846,2015-02-04,27,1855
CS4847,2015-03-05,21,1340
CS4848,2015-03-15,18,1287
CS4849,2015-03-09,25,1850
CS4850,2015-02-26,17,1237
CS4851,2015-01-10,18,1162
CS4852,2015-01-11,23,1559
CS4853,2014-12-26,19,1294
CS4854,2015-03-13,18,1167
CS4855,2015-03-12,24,1660
CS4856,2015-02-15,16,1172
CS4857,2015-03-13,19,1381
CS4858,2015-01-16,28,2247
CS4859,2015-02-10,18,1332
CS4860,2014-06-26,23,1629
CS4861,2014-12-26,15,1132
CS4862,2014-10-17,26,1853
CS4863,2015-02-04,21,1484
CS4864,2015-01-19,18,1307
CS4865,2015-03-15,26,1941
CS4866,2015-02-18,19,1487
CS4867,2015-02-14,30,2106
CS4868,2015-03-05,27,1899
CS4869,2014-12-27,18,1234
CS4870,2015-03-14,19,1242
CS4871,2015-03-06,26,2006
CS4872,2015-03-14,22,1475
CS4873,2014-05-09,14,1130
CS4874,2014-12-05,21,1532
CS4875,2015-01-28,20,1605
CS4876,2014-09-29,23,1492
CS4877,2015-03-08,16,1176
CS4878,2014-12-29,22,1380
CS4879,2015-02-22,18,1195
CS4880,2015-01-10,20,1423
CS4881,2015-03-10,17,1109
CS4882,2014-12-02,16,1136
CS4883,2014-12-02,15,1012
CS4884,2015-02-10,19,1152
CS4885,2014-09-15,21,1520
CS4886,2015-03-07,20,1411
CS4887,2015-02-08,23,1516
CS4888,2014-12-21,21,1618
CS4889,2015-03-11,23,1436
CS4890,2014-11-07,17,1257
CS4891,2015-02-04,19,1439
CS4892,2014-11-05,22,1404
CS4893,2015-01-11,20,1286
CS4894,2014-12-23,12,824
CS4895,2015-01-28,19,1197
CS4896,2014-10-03,20,1423
CS4897,2015-02-05,30,1999
CS4898,2015-02-14,13,866
CS4899,2015-03-01,19,1372
CS4900,2015-02-28,17,1068
CS4901,2015-01-03,23,1491
CS4902,2015-02-17,18,1383
CS4903,2015-03-14,26,1584
CS4904,2015-03-03,24,1456
CS4905,2015-03-02,23,1575
CS4906,2015-01-10,22,1644
CS4907,2015-01-12,19,1344
CS4908,2014-10-19,24,1842
CS4909,2015-01-07,17,1290
CS4910,2014-10-30,18,1252
CS4911,2014-11-06,15,1069
CS4912,2015-03-06,19,1545
CS4913,2014-12-15,16,1047
CS4914,2014-11-03,21,1471
CS4915,2015-02-20,23,1541
CS4916,2015-01-18,21,1484
CS4917,2015-01-25,20,1392
CS4918,2014-10-28,22,1561
CS4919,2013-12-03,13,863
CS4920,2015-01-26,17,1173
CS4921,2015-03-10,12,908
CS4922,2015-02-28,16,1117
CS4923,2014-08-05,18,1064
CS4924,2014-11-25,23,1527
CS4925,2014-12-19,21,1316
CS4926,2015-01-31,16,1167
CS4927,2015-01-27,20,1401
CS4928,2015-02-07,18,1318
CS4929,2015-02-01,25,1624
CS4930,2015-02-08,20,1440
CS4931,2015-02-28,29,2246
CS4932,2014-10-10,26,1840
CS4933,2014-07-16,16,1040
CS4934,2014-10-08,24,1865
CS4935,2014-12-03,21,1575
CS4936,2015-02-03,25,1669
CS4937,2014-12-18,16,1152
CS4938,2015-03-15,15,1057
CS4939,2014-11-29,29,2088
CS4940,2015-02-06,15,1109
CS4941,2015-02-26,22,1434
CS4942,2014-10-05,19,1484
CS4943,2015-02-27,19,1338
CS4944,2015-02-18,27,2062
CS4945,2015-01-25,23,1603
CS4946,2015-02-08,21,1548
CS4947,2015-01-31,11,834
CS4948,2015-02-09,18,1287
CS4949,2015-02-28,21,1365
CS4950,2015-02-17,12,863
CS4951,2014-12-11,20,1488
CS4952,2014-11-25,25,1888
CS4953,2014-09-21,21,1381
CS4954,2015-03-15,20,1364
CS4955,2015-02-27,25,1799
CS4956,2015-02-19,18,1395
CS4957,2015-01-19,23,1634
CS4958,2015-01-31,14,812
CS4959,2014-07-19,23,1768
CS4960,2014-12-22,18,1216
CS4961,2015-02-24,21,1365
CS4962,2015-02-05,25,1774
CS4963,2015-01-28,19,1243
CS4964,2015-02-07,20,1237
CS4965,2015-02-12,27,1790
CS4966,2014-10-26,23,1504
CS4967,2015-02-04,25,1818
CS4968,2015-03-08,18,1278
CS4969,2015-02-20,18,1295
CS4970,2015-02-16,23,1712
CS4971,2015-02-21,19,1367
CS4972,2014-12-31,21,1433
CS4973,2014-12-30,23,1626
CS4974,2014-09-27,19,1273
CS4975,2014-11-20,11,777
CS4976,2015-02-15,19,1424
CS4977,2014-12-31,22,1566
CS4978,2014-02-27,10,675
CS4979,2015-01-09,17,1104
CS4980,2015-02-13,22,1564
CS4981,2015-02-18,25,1703
CS4982,2014-08-27,12,754
CS4983,2015-03-08,18,1406
CS4984,2014-12-31,18,1060
CS4985,2015-02-26,21,1468
CS4986,2015-03-10,16,1013
CS4987,2015-02-05,16,1098
CS4988,2014-12-21,20,1433
CS4989,2015-02-24,15,918
CS4990,2014-12-06,20,1406
CS4991,2015-03-02,15,1143
CS4992,2014-12-29,20,1350
CS4993,2015-02-20,26,1765
CS4994,2015-02-27,18,1216
CS4995,2014-11-18,20,1331
CS4996,2015-02-17,25,1635
CS4997,2014-06-29,15,1074
CS4998,2015-03-07,34,2358
CS4999,2014-12-11,11,788
CS5000,2015-02-11,19,1408
CS5001,2015-02-15,22,1593
CS5002,2015-01-04,11,815
CS5003,2014-12-30,16,1207
CS5004,2014-12-26,18,1302
CS5005,2015-02-19,17,1146
CS5006,2015-02-02,24,1651
CS5007,2015-02-10,24,1518
CS5008,2015-01-08,16,1159
CS5009,2015-01-02,16,1067
CS5010,2015-02-27,24,1698
CS5011,2014-12-27,20,1480
CS5012,2014-12-18,24,1602
CS5013,2014-11-01,18,1298
CS5014,2015-01-29,21,1342
CS5015,2014-10-02,22,1423
CS5016,2015-03-12,25,1701
CS5017,2015-03-01,18,1255
CS5018,2014-12-31,25,1628
CS5019,2014-12-13,20,1338
CS5020,2014-05-22,9,572
CS5021,2014-10-14,20,1341
CS5022,2014-10-20,15,1209
CS5023,2015-02-03,22,1713
CS5024,2014-08-31,18,1214
CS5025,2014-12-27,28,1973
CS5026,2014-09-20,30,2098
CS5027,2015-03-14,22,1586
CS5028,2015-02-25,29,2098
CS5029,2014-12-23,16,1162
CS5030,2014-11-08,16,1028
CS5031,2015-01-15,24,1585
CS5032,2015-02-17,23,1763
CS5033,2014-12-14,22,1687
CS5034,2015-01-04,17,1130
CS5035,2015-01-12,14,1037
CS5036,2014-10-04,20,1292
CS5037,2015-03-12,15,1149
CS5038,2015-01-02,22,1470
CS5039,2015-02-07,25,1673
CS5040,2015-03-15,24,1731
CS5041,2015-03-06,25,1763
CS5042,2015-03-16,21,1646
CS5043,2015-01-20,17,1109
CS5044,2014-10-29,21,1477
CS5045,2014-05-20,12,1019
CS5046,2015-02-06,24,1712
CS5047,2015-03-05,19,1381
CS5048,2015-03-14,22,1464
CS5049,2015-03-15,28,1979
CS5050,2015-03-07,19,1515
CS5051,2015-02-15,19,1232
CS5052,2015-01-07,24,1486
CS5053,2014-11-10,18,1501
CS5054,2014-10-02,16,1279
CS5055,2015-01-07,23,1644
CS5056,2014-11-14,17,1337
CS5057,2014-12-02,26,2008
CS5058,2015-03-03,18,1146
CS5059,2015-02-10,20,1486
CS5060,2014-12-05,15,1082
CS5061,2015-02-19,22,1412
CS5062,2014-09-24,20,1443
CS5063,2015-02-22,27,1901
CS5064,2014-12-30,15,1200
CS5065,2015-03-06,24,1463
CS5066,2015-02-13,26,1696
CS5067,2015-03-02,27,1857
CS5068,2015-02-21,22,1500
CS5069,2014-12-01,23,1666
CS5070,2014-11-26,21,1477
CS5071,2015-02-12,16,1180
CS5072,2014-11-10,16,1085
CS5073,2014-10-15,18,1362
CS5074,2014-12-20,15,1010
CS5075,2015-02-24,18,1180
CS5076,2015-01-31,21,1371
CS5077,2015-03-07,21,1444
CS5078,2014-11-25,19,1351
CS5079,2015-01-20,23,1469
CS5080,2014-06-05,18,1209
CS5081,2015-03-02,22,1645
CS5082,2015-02-25,29,2072
CS5083,2015-01-10,26,1974
CS5084,2015-02-11,20,1465
CS5085,2014-08-18,18,1313
CS5086,2014-12-16,21,1287
CS5087,2015-01-28,15,874
CS5088,2015-02-15,22,1556
CS5089,2015-01-18,12,874
CS5090,2015-03-10,21,1552
CS5091,2014-08-23,13,976
CS5092,2015-02-23,18,1200
CS5093,2015-01-10,27,1838
CS5094,2015-03-07,18,1289
CS5095,2015-02-21,20,1423
CS5096,2014-09-16,18,1348
CS5097,2015-01-18,26,1757
CS5098,2014-12-30,17,1147
CS5099,2015-03-04,16,1151
CS5100,2015-01-20,23,1595
CS5101,2014-11-08,17,1033
CS5102,2015-01-17,15,982
CS5103,2015-02-22,16,1011
CS5104,2014-08-18,16,1102
CS5105,2014-11-02,17,1248
CS5106,2014-11-09,20,1492
CS5107,2015-02-21,28,1994
CS5108,2015-03-08,14,968
CS5109,2015-02-04,35,2506
CS5110,2015-03-06,11,807
CS5111,2015-01-08,28,1948
CS5112,2015-03-08,14,1003
CS5113,2015-03-05,19,1314
CS5114,2014-11-15,20,1610
CS5115,2015-01-20,22,1298
CS5116,2015-01-19,20,1408
CS5117,2015-02-04,19,1332
CS5118,2015-02-09,26,1764
CS5119,2014-08-22,17,1319
CS5120,2015-02-22,16,1196
CS5121,2015-02-14,16,1175
CS5122,2015-01-22,23,1513
CS5123,2014-02-10,15,1047
CS5124,2014-12-16,28,1973
CS5125,2015-03-04,20,1319
CS5126,2015-02-26,25,1654
CS5127,2014-11-26,15,1208
CS5128,2014-12-15,27,1856
CS5129,2014-12-10,24,1567
CS5130,2014-12-29,25,1666
CS5131,2014-11-08,29,2083
CS5132,2015-02-15,22,1568
CS5133,2015-02-08,18,1428
CS5134,2015-01-09,16,942
CS5135,2015-02-13,23,1525
CS5136,2015-02-01,22,1643
CS5137,2014-11-06,21,1529
CS5138,2015-03-05,19,1352
CS5139,2014-12-23,22,1493
CS5140,2014-12-22,23,1647
CS5141,2014-12-23,29,1990
CS5142,2015-03-08,19,1323
CS5143,2015-02-11,23,1642
CS5144,2014-10-10,14,924
CS5145,2014-12-31,20,1370
CS5146,2014-12-19,17,1246
CS5147,2015-02-09,18,1197
CS5148,2014-12-25,26,1726
CS5149,2014-11-14,13,887
CS5150,2015-01-11,11,822
CS5151,2014-12-03,18,1151
CS5152,2014-11-04,12,839
CS5153,2015-01-08,21,1506
CS5154,2015-03-09,31,2008
CS5155,2015-02-06,26,1838
CS5156,2014-12-10,16,1185
CS5157,2015-01-26,22,1473
CS5158,2014-12-11,19,1249
CS5159,2015-01-23,28,2123
CS5160,2015-03-08,21,1526
CS5161,2015-01-16,18,1371
CS5162,2014-09-22,18,1314
CS5163,2015-03-08,28,2037
CS5164,2015-03-01,18,1157
CS5165,2015-01-01,25,1705
CS5166,2015-03-01,27,1951
CS5167,2014-11-06,16,1082
CS5168,2015-02-26,20,1458
CS5169,2014-12-07,18,1241
CS5170,2015-02-13,20,1329
CS5171,2015-03-15,18,1286
CS5172,2014-11-09,21,1362
CS5173,2014-09-25,11,684
CS5174,2015-01-12,25,1616
CS5175,2015-02-18,25,1680
CS5176,2014-10-23,28,1905
CS5177,2014-05-18,14,1036
CS5178,2015-01-28,21,1387
CS5179,2014-09-04,14,1033
CS5180,2015-02-01,11,825
CS5181,2015-03-09,16,1142
CS5182,2014-11-07,23,1517
CS5183,2015-03-12,17,1173
CS5184,2015-03-13,28,1879
CS5185,2015-02-22,27,1861
CS5186,2014-01-19,12,777
CS5187,2015-03-12,28,2023
CS5188,2015-03-02,16,1024
CS5189,2014-12-29,28,1944
CS5190,2015-03-02,21,1420
CS5191,2015-03-12,27,1889
CS5192,2015-02-02,21,1474
CS5193,2015-02-28,24,1586
CS5194,2014-11-05,16,1062
CS5195,2014-10-05,19,1302
CS5196,2015-02-12,22,1356
CS5197,2015-02-23,16,1165
CS5198,2015-03-09,26,1801
CS5199,2015-03-01,14,1103
CS5200,2015-03-14,21,1473
CS5201,2015-02-14,20,1343
CS5202,2014-10-22,27,1954
CS5203,2015-03-11,27,1850
CS5204,2015-03-04,21,1536
CS5205,2015-01-22,17,1185
CS5206,2014-12-10,14,1001
CS5207,2014-12-14,16,1193
CS5208,2015-02-14,20,1364
CS5209,2014-09-03,20,1211
CS5210,2014-10-25,17,1329
CS5211,2015-01-13,18,1273
CS5212,2015-01-25,25,1669
CS5213,2015-01-09,26,1846
CS5214,2014-09-25,17,1181
CS5215,2015-03-03,14,1023
CS5216,2014-12-11,11,671
CS5217,2015-01-25,20,1440
CS5218,2014-12-24,16,1229
CS5219,2014-11-11,19,1420
CS5220,2014-10-05,20,1473
CS5221,2015-03-14,22,1387
CS5222,2015-02-22,22,1397
CS5223,2015-02-24,27,2060
CS5224,2015-02-20,19,1489
CS5225,2014-12-06,22,1334
CS5226,2015-02-19,28,2011
CS5227,2014-12-24,16,1100
CS5228,2015-02-16,18,1179
CS5229,2015-01-09,11,669
CS5230,2015-03-11,23,1457
CS5231,2014-11-19,22,1432
CS5232,2015-03-01,21,1382
CS5233,2014-09-27,11,795
CS5234,2015-02-08,15,1082
CS5235,2015-01-23,17,1128
CS5236,2014-10-04,17,1212
CS5237,2014-11-29,23,1582
CS5238,2015-02-10,28,2015
CS5239,2014-11-02,18,1256
CS5240,2015-01-05,21,1563
CS5241,2015-03-03,19,1217
CS5242,2014-12-31,22,1534
CS5243,2014-10-31,17,1108
CS5244,2015-02-28,30,2114
CS5245,2015-02-23,20,1465
CS5246,2015-03-04,21,1403
CS5247,2015-02-07,26,1797
CS5248,2014-12-11,20,1217
CS5249,2014-12-03,20,1451
CS5250,2014-12-14,18,1331
CS5251,2015-03-16,25,1706
CS5252,2014-10-30,17,1178
CS5253,2015-02-24,17,1163
CS5254,2015-01-09,24,1432
CS5255,2015-01-15,18,1298
CS5256,2015-02-12,20,1431
CS5257,2014-10-25,24,1667
CS5258,2015-03-04,10,596
CS5259,2015-03-09,22,1576
CS5260,2015-03-10,25,1790
CS5261,2015-02-22,18,1198
CS5262,2014-11-09,15,1020
CS5263,2014-12-05,21,1471
CS5264,2015-03-07,15,1011
CS5265,2015-02-14,18,1267
CS5266,2015-03-03,22,1579
CS5267,2014-10-25,23,1536
CS5268,2015-02-17,23,1647
CS5269,2015-03-09,13,833
CS5270,2015-02-26,22,1600
CS5271,2015-01-27,22,1557
CS5272,2014-10-01,19,1487
CS5273,2014-11-25,24,1435
CS5274,2014-12-20,18,1146
CS5275,2014-12-19,20,1345
CS5276,2015-01-09,26,1724
CS5277,2014-11-23,19,1427
CS5278,2015-01-28,28,1819
CS5279,2015-01-07,13,987
CS5280,2014-07-05,19,1312
CS5281,2014-03-28,23,1537
CS5282,2015-03-07,23,1424
CS5283,2015-02-05,23,1647
CS5284,2015-02-20,14,843
CS5285,2015-03-15,19,1218
CS5286,2013-05-26,8,579
CS5287,2015-03-14,32,2307
CS5288,2015-03-11,14,972
CS5289,2015-03-06,31,2013
CS5290,2015-01-12,23,1462
CS5291,2015-01-14,24,1652
CS5292,2015-01-26,27,1841
CS5293,2015-02-08,20,1431
CS5294,2014-12-12,14,983
CS5295,2014-11-25,25,1637
CS5296,2015-02-21,21,1475
CS5297,2014-12-25,16,1068
CS5298,2015-02-08,15,1012
CS5299,2015-01-14,22,1636
CS5300,2014-11-13,16,1227
CS5301,2015-03-16,23,1428
CS5302,2015-02-12,27,2016
CS5303,2014-12-24,19,1298
CS5304,2014-10-16,23,1558
CS5305,2015-02-18,21,1291
CS5306,2015-02-06,22,1788
CS5307,2015-03-16,13,958
CS5308,2014-10-05,27,1864
CS5309,2014-12-11,20,1161
CS5310,2015-03-09,14,918
CS5311,2015-01-18,19,1299
CS5312,2014-11-20,17,1225
CS5313,2014-11-11,17,1193
CS5314,2014-12-08,14,1010
CS5315,2015-03-16,20,1362
CS5316,2015-02-19,18,1420
CS5317,2015-01-02,15,1123
CS5318,2015-01-05,17,1114
CS5319,2015-02-01,21,1404
CS5320,2014-12-10,16,1154
CS5321,2015-02-24,12,804
CS5322,2015-01-22,16,1168
CS5323,2015-03-12,32,2280
CS5324,2014-05-24,10,602
CS5325,2015-02-03,25,1726
CS5326,2014-11-21,25,1751
CS5327,2014-11-04,12,938
CS5328,2014-11-20,15,1094
CS5329,2014-11-25,26,1766
CS5330,2015-01-05,17,1159
